localTime,open,high,low,close,volume,movingAverage,ema,rsi,macd,bollingerUpper,bollingerLower,macd_signal,macd_hist
 19:00:00,203.1000061035156,204.1000061035156,198.2100067138672,198.88999938964844,69018500,198.88999938964844,198.88999938964844,,0.0,199.23740500728357,198.1625888892008,0.0,0.0
 19:00:00,198.2100067138672,200.6499938964844,197.0200042724609,198.50999450683597,51216500,198.6999969482422,198.83933207194013,,-0.030313779825490883,199.23740500728357,198.1625888892008,-0.006062755965098177,-0.024251023860392705
 19:00:00,199.1699981689453,199.44000244140625,193.25,196.25,68536700,197.88333129882812,198.49408779568145,,-0.2340028981278124,200.73775192413126,195.028910673525,-0.05165078439764102,-0.18235211373017135
 19:00:00,197.72000122070312,200.0500030517578,194.67999267578125,197.4900054931641,50478900,197.7849998474121,198.3602101553458,,-0.29200387286294927,200.14858115413824,195.42141854068598,-0.09972140209070268,-0.19228247077224658
 19:00:00,199.0,200.5399932861328,197.5399932861328,198.52999877929688,36453900,197.93399963378906,198.3828486385393,,-0.25115612513926067,200.08665059758613,195.78134866999198,-0.13000834670041428,-0.12114777843884639
 19:00:00,210.97000122070312,211.2700042724609,206.75,210.7899932861328,63775800,200.07666524251303,200.03713459155176,,0.7617145338805926,210.74866162542804,189.40466885959802,0.04833622941578711,0.7133783044648055
 19:00:00,210.42999267578125,213.3999938964844,209.0,212.92999267578125,51909300,201.91285487583704,201.7561823361157,,1.7173058615304342,215.672003662888,188.1537060887861,0.38213015583871657,1.3351757056917175
 19:00:00,212.42999267578125,213.94000244140625,210.5800018310547,212.3300018310547,49325800,203.21499824523926,203.1660249354409,,2.3985555709470816,217.9298807964347,188.5001156940438,0.7854152388603897,1.613140332086692
 19:00:00,210.9499969482422,212.9600067138672,209.5399932861328,211.4499969482422,45029500,204.12999810112848,204.27055453714775,,2.8347644344429455,218.94896864362988,189.31102755862707,1.1952850779769009,1.6394793564660446
 19:00:00,212.3600006103516,212.57000732421875,209.7700042724609,211.25999450683597,54737900,204.8429977416992,205.20247986643952,,3.1290616178167454,219.52415633585065,190.16183914754777,1.58204038594487,1.5470212318718755
 19:00:00,207.91000366210935,209.47999572753903,204.25999450683597,208.77999877929688,46140500,205.20090692693537,205.67948238815384,,3.1261430952681337,219.32957038936257,191.07224346450818,1.890860927809523,1.2352821674586107
 19:00:00,207.6699981689453,208.47000122070312,205.02999877929688,206.8600006103516,42496600,205.33916473388672,205.83688481778023,,2.9350686940931894,218.8443292313194,191.83400023645405,2.0997024810662563,0.835366213026933
 19:00:00,205.1699981689453,207.0399932861328,200.7100067138672,202.08999633789065,59211800,205.08922870342548,205.3372996871283,,2.3714052903086156,218.14444539123286,192.0340120156181,2.1540430429147284,0.2173622473938872
 19:00:00,200.7100067138672,202.75,199.6999969482422,201.3600006103516,46742400,204.82285526820593,204.8069931435581,,1.8445308242883982,217.52330738819109,192.12240314822077,2.092140599189462,-0.24760977490106395
 19:00:00,193.6699981689453,197.6999969482422,193.4600067138672,195.2700042724609,78432900,204.56428418840682,203.5353946274118,,0.9249054712580858,217.38126811871277,190.99072895159972,1.858693573603187,-0.9337881023451013
 19:00:00,198.3000030517578,200.7400054931641,197.42999267578125,200.2100067138672,56288500,204.6857136317662,203.0920095722725,,0.5879353128278808,216.83942104130855,191.0355770513428,1.604541921448126,-1.0166066086202452
 19:00:00,200.58999633789065,202.72999572753903,199.8999938964844,200.4199981689453,45339700,204.9835706438337,202.7357413851622,,0.3339786915246634,216.33880346778716,191.1223709922312,1.3504292754634335,-1.01645058393877
 19:00:00,203.5800018310547,203.80999755859372,198.50999450683597,199.9499969482422,51396800,205.15928431919642,202.3643087935729,,0.09371082883473036,215.88147275136097,191.15963612179442,1.099085586137693,-1.0053747573029626
 19:00:00,199.3699951171875,201.9600067138672,196.77999877929688,200.8500061035156,70819900,205.3249991280692,202.16240176823192,,-0.02380555067358614,215.4549848902679,191.30501363203882,0.8745073587754372,-0.8983129094490233
 19:00:00,200.27999877929688,202.1300048828125,200.1199951171875,201.6999969482422,35423300,204.67571367536272,202.1007477922333,,-0.04779996238224271,215.07291714219025,191.51908114882536,0.6900458945439012,-0.7378458569261439
 19:00:00,201.3500061035156,203.7700042724609,200.9600067138672,203.2700042724609,46381600,203.98571450369698,202.25664865626368,,0.059188475531612994,215.10840638967164,191.92159238962523,0.5638744107414436,-0.5046859352098306
 19:00:00,202.91000366210935,206.2400054931641,202.1000061035156,202.82000732421875,43604000,203.30642918178015,202.33176314532437,,0.10643962075499758,215.09005698484717,192.370943076188,0.47238745274415445,-0.36594783198915687
 19:00:00,203.5,204.75,200.1499938964844,200.6300048828125,55126100,202.53357260567802,202.1048620436561,,-0.032454287809002835,214.86191478638042,193.03708576293596,0.371419104633523,-0.40387339244252585
 19:00:00,203.0,205.6999969482422,202.0500030517578,203.9199981689453,46607700,202.00928715297155,202.34688019369466,,0.1215451546634938,214.75248546015754,193.789514356737,0.32144431463951717,-0.19989915997602337
 19:00:00,204.38999938964844,206.0,200.0200042724609,201.4499969482422,72862600,201.48571559361048,202.22729576096768,,0.0437777241267554,214.6399353957226,194.19406423806646,0.2659109965369648,-0.22213327241020941
 19:00:00,200.6000061035156,204.3500061035156,200.57000732421875,202.6699981689453,54672600,201.1864297049386,202.28632274869804,,0.07967196881500627,213.80417931198596,194.21782081008436,0.22866319099257312,-0.14899122217756686
 19:00:00,203.5,204.5,198.41000366210935,198.77999877929688,60989900,200.9500013078962,201.8188128861112,,-0.20342704399453737,212.40363383001045,194.2033669024114,0.14224514399515104,-0.3456721879896884
