timestampUTC,open,high,low,close,volume,movingAverage,ema,rsi,macd,macd_signal,macd_hist,bollingerUpper,bollingerLower
2025-09-30 00:00:00+00:00,254.63999938964844,255.46,237.9865,254.16,18931350,,254.16,,0.0,0.0,0.0,,
