timestampUTC,localTime,open,high,low,close,volume,movingAverage,ema,rsi,macd,bollingerUpper,bollingerLower
2025-05-04T23:00:00.000Z,5/5/2025, 04:30:00,1.1323232650756836,1.1364539861679077,1.1312856674194336,1.1323232650756836,0,,,,,,
2025-05-05T23:00:00.000Z,6/5/2025, 04:30:00,1.1313369274139404,1.1361182928085327,1.1281206607818604,1.1313369274139404,0,,,,,,
2025-05-06T23:00:00.000Z,7/5/2025, 04:30:00,1.1342755556106567,1.1377729177474976,1.1327080726623535,1.1342755556106567,0,,,,,,
2025-05-07T23:00:00.000Z,8/5/2025, 04:30:00,1.1306205987930298,1.1336711645126343,1.123608112335205,1.1306205987930298,0,,,,,,
2025-05-08T23:00:00.000Z,9/5/2025, 04:30:00,1.122422695159912,1.1291142702102661,1.1199839115142822,1.122422695159912,0,,,,,,
2025-05-11T23:00:00.000Z,12/5/2025, 04:30:00,1.12296462059021,1.1242902278900146,1.1075055599212646,1.12296462059021,0,,,,,,
2025-05-12T23:00:00.000Z,13/5/2025, 04:30:00,1.1095577478408813,1.1177430152893066,1.109668493270874,1.1095577478408813,0,,,,,,
2025-05-13T23:00:00.000Z,14/5/2025, 04:30:00,1.1185556650161743,1.1264559030532837,1.1182429790496826,1.1185556650161743,0,,,,,,
2025-05-14T23:00:00.000Z,15/5/2025, 04:30:00,1.1181930303573608,1.1227755546569824,1.117480754852295,1.1181930303573608,0,,,,,,
2025-05-15T23:00:00.000Z,16/5/2025, 04:30:00,1.1192693710327148,1.1219944953918457,1.1141440868377686,1.1192693710327148,0,,,,,,
2025-05-18T23:00:00.000Z,19/5/2025, 04:30:00,1.1187559366226196,1.128604531288147,1.1173559427261353,1.1187559366226196,0,,,,,,
2025-05-19T23:00:00.000Z,20/5/2025, 04:30:00,1.1233429908752441,1.1277261972427368,1.12186861038208,1.1233429908752441,0,,,,,,
2025-05-20T23:00:00.000Z,21/5/2025, 04:30:00,1.1287955045700073,1.1362345218658447,1.1287446022033691,1.1287955045700073,0,,,,,,
2025-05-21T23:00:00.000Z,22/5/2025, 04:30:00,1.133118748664856,1.134455680847168,1.1267098188400269,1.133118748664856,0,,,,,,
2025-05-22T23:00:00.000Z,23/5/2025, 04:30:00,1.1281843185424805,1.1376564502716064,1.1279934644699097,1.1281843185424805,0,,,,,,
2025-05-25T23:00:00.000Z,26/5/2025, 04:30:00,1.1372811794281006,1.1418914794921875,1.136932134628296,1.1372811794281006,0,,,,,,
2025-05-26T23:00:00.000Z,27/5/2025, 04:30:00,1.1388484239578247,1.1409013271331787,1.1325156688690186,1.1388484239578247,0,,,53.43,,,
2025-05-27T23:00:00.000Z,28/5/2025, 04:30:00,1.1337097883224487,1.1345586776733398,1.128426194190979,1.1337097883224487,0,,,49.33,,,
2025-05-28T23:00:00.000Z,29/5/2025, 04:30:00,1.123368263244629,1.1369450092315674,1.12271249294281,1.123368263244629,0,,,42.31,,,
2025-05-29T23:00:00.000Z,30/5/2025, 04:30:00,1.1378376483917236,1.1390429735183716,1.1314393281936646,1.1378376483917236,0,,,52.5,,,
2025-06-01T23:00:00.000Z,2/6/2025, 04:30:00,1.1353315114974976,1.1449114084243774,1.135589361190796,1.1353315114974976,0,,,50.83,,,
